state,district,soil type,crop,n,p,k,temperature,humidity,rainfall,recommendation,accuracy,yield
Gujarat,Vadodara,Sandy Soil,Groundnut,36.62465016080759,36.706049672382406,65.00214829946198,28.68414456325629,71.4555724851839,625.8826026501541,Groundnut,85.3934544698014,2094.0790555229014
Kerala,Thrissur,Red Soil,Sugarcane,84.53930948128993,40.72956243578189,48.636047689652244,30.397817888913707,77.5119772552245,1508.1287004186654,Sugarcane,95.4556603577545,5932.614908494743
Kerala,Palakkad,Alluvial Soil,Rice,95.05837859817618,27.374359354429345,27.332913216342476,23.219706027120736,87.65641994270595,1180.5445908383006,Rice,93.39619660839999,4098.868594458088
Andhra Pradesh,Ongole,Alluvial Soil,Groundnut,53.64473102481175,37.09281322354105,46.25203941814464,21.764912577464095,60.10831218161614,482.2598068886647,Groundnut,89.95681698368618,1684.2098624873959
Gujarat,Surat,Black Soil,Cotton,81.01968852445273,58.03948975588811,36.50926452909508,27.984979574155908,53.601525029956946,828.3091927343586,Cotton,92.60654202814307,1787.7539364182744
Tamil Nadu,Erode,Sandy Soil,Wheat,112.52181007764275,49.05847587634851,48.33122033705193,25.17110143140153,53.376375483450175,613.9782215539841,Wheat,91.57883369501582,2762.4593114262752
Kerala,Thrissur,Alluvial Soil,Rice,74.12375462405156,30.48985407362516,72.8193177534655,21.43827668749773,83.80284525684456,1123.3816913176076,Rice,86.72241813189069,3495.038426284216
Gujarat,Surat,Sandy Soil,Cotton,94.855445712288,50.84050082268734,51.87104448242279,31.68715880643982,65.36813673287921,727.2966307460837,Cotton,87.47956274305037,2381.615834792949
Karnataka,Bengaluru,Sandy Soil,Sugarcane,71.50353171700512,52.00534276572765,38.210977409193205,30.617518040205546,77.50711262704587,1026.7439990160349,Sugarcane,92.70027199363204,5202.072811198139
Kerala,Palakkad,Clay Soil,Maize,103.41902821786996,51.96878693964891,92.06850137176258,26.91817356178529,58.21857765098832,543.5620065808355,Maize,96.23384786626043,2834.976209445561
Tamil Nadu,Erode,Black Soil,Sugarcane,84.75937964250132,49.25134421815687,23.3956138455211,30.984395043189373,73.53327719725303,1101.4044683686186,Sugarcane,96.97530595920503,4918.351607183132
Andhra Pradesh,Nellore,Red Soil,Wheat,114.52826966322091,34.894338896092606,49.25165918078787,24.377704093191454,49.69587447638,627.3918657323784,Wheat,92.3338682219217,3419.4391965883124
Andhra Pradesh,Ongole,Sandy Soil,Sugarcane,116.26546428902162,58.68440701758965,38.850248687388394,25.244812988046977,76.50265986489899,1401.4953642736673,Sugarcane,96.11173434425733,5691.438389864074
Karnataka,Bengaluru,Black Soil,Maize,86.61026319784237,45.39741289876055,104.43994901507818,25.464871563813116,60.90175013898224,873.7020775957403,Maize,89.9893301708216,3362.9781044318297
Andhra Pradesh,Guntur,Alluvial Soil,Cotton,84.13725532296772,61.25281681898695,55.510230027499915,29.124013208783346,61.5474852647443,613.1500322870943,Cotton,94.3440273848181,2410.7060213186596
Karnataka,Mysuru,Sandy Soil,Sugarcane,98.41849706802472,55.65710825236263,22.952474613808786,29.92112730166801,81.7978637684935,1122.417592590824,Sugarcane,87.5909988827401,4516.197242091531
Karnataka,Bengaluru,Red Soil,Wheat,99.5639996259872,36.197747394384514,30.01022024719547,15.229136036817662,49.9885337648394,785.985315171637,Wheat,94.35134156445504,3172.3612953414563
Kerala,Thrissur,Sandy Soil,Cotton,78.01690299446936,55.59601605576289,39.52753963744764,30.679119675965204,62.35637168305095,973.1523950852777,Cotton,91.31266877732781,1629.4626414459678
Tamil Nadu,Salem,Clay Soil,Sugarcane,105.62910572525706,49.81434250762018,55.54421664809652,28.453651963939244,73.57928080684614,1340.1608955080517,Sugarcane,90.82785378222198,5445.989418526336
Andhra Pradesh,Guntur,Alluvial Soil,Rice,92.65477960912075,23.35176085420391,50.45399275645197,19.808951696203053,79.00109977404696,1288.6928434951342,Rice,96.35005685979618,3596.561675679116
Tamil Nadu,Madurai,Clay Soil,Millet,73.72041752192189,37.622637900633976,59.45779740187294,25.65685659139043,45.382047181208236,624.193837377125,Millet,95.73525368136589,1740.9893890205435
Maharashtra,Nagpur,Clay Soil,Rice,106.49383802966483,27.495559467169087,61.98602593865016,24.021108515423496,69.73892510508794,968.8015433322286,Rice,90.90497635703738,3513.816239390602
Karnataka,Tumkur,Black Soil,Cotton,82.39593766152123,43.76903461278515,34.01196005912686,30.03473080536107,59.16710740949628,1003.4115649990576,Cotton,89.64112198310926,2059.5144866689398
Andhra Pradesh,Guntur,Clay Soil,Groundnut,64.7953453092274,43.47301797718595,55.29076385490274,27.280618036287677,68.71438675479428,699.2454227973045,Groundnut,90.25878454652351,1776.2383395072507
Karnataka,Bengaluru,Sandy Soil,Groundnut,60.177633225394445,39.255946440847005,79.71292233341333,28.861337360052698,71.37712069536956,712.5270033393343,Groundnut,85.51564417431679,1925.3074360782703
Gujarat,Surat,Alluvial Soil,Rice,82.5812210948412,44.62567159973406,75.63217819259617,21.606419814286607,77.92319811951103,919.0560472422369,Rice,91.48593869013044,4139.687274674242
Kerala,Palakkad,Sandy Soil,Maize,79.61051644313042,55.42127658591785,70.15122452242588,26.74360870458841,68.94996664510087,968.1916287276979,Maize,86.02428966076272,2668.576014057945
Tamil Nadu,Coimbatore,Black Soil,Cotton,62.43967712742704,68.96198382874958,50.48921325980669,30.40303212220404,61.16431144072492,539.1386230680047,Cotton,86.30416845403414,2162.4823934933042
Gujarat,Vadodara,Red Soil,Sugarcane,86.5289091526053,54.77221090167981,48.904623712646156,31.683776468957703,75.39460698280313,1283.922274337638,Sugarcane,92.15508330968149,5675.088476855362
Tamil Nadu,Coimbatore,Red Soil,Rice,87.14408820263205,30.905754426369967,45.457326105710635,21.293585126772946,81.27291300833122,1190.1784499443736,Rice,86.94085610469324,3082.356679036482
Gujarat,Surat,Sandy Soil,Maize,96.13128639499226,54.37610889496846,91.54367096737786,29.599938490144837,61.4516831050783,662.8773038488009,Maize,89.73813232851299,3006.6482358621242
Maharashtra,Nashik,Sandy Soil,Groundnut,40.62154019546966,49.73171120000756,52.48320338462045,22.352816801201996,73.50031926100287,826.677197166029,Groundnut,98.94405966239245,1639.9291934382723
Kerala,Thrissur,Sandy Soil,Wheat,99.44981816115195,46.81627487620442,40.48109079382563,22.007228885475712,48.95063716291354,665.7845774274774,Wheat,89.91257601544753,2827.969488009886
Andhra Pradesh,Ongole,Black Soil,Cotton,84.69244240053465,58.0004371476287,30.107940414366166,33.708666904928144,61.51009339546928,818.4639723643619,Cotton,93.9902500897349,1872.2901173945263
Tamil Nadu,Salem,Clay Soil,Sugarcane,100.1088945444593,46.37507327073065,47.47592729473602,26.108087145359722,68.51310460277557,1386.23057138138,Sugarcane,92.49112465039882,5014.242652645548
Andhra Pradesh,Guntur,Clay Soil,Sugarcane,109.9326009385177,49.6673944695592,42.61857401875775,28.95467952409274,75.78400086817618,1110.7908023456464,Sugarcane,95.51926798324773,5969.186116612448
Gujarat,Ahmedabad,Clay Soil,Sugarcane,113.19149970850219,71.94326922521581,13.557752071081076,28.633481843373723,85.67099395270571,1289.5894272082155,Sugarcane,95.66118172909877,5195.686532978426
Maharashtra,Nashik,Black Soil,Cotton,97.21326995175917,52.01812679935635,50.67909333790807,29.18495562768365,63.24015578361583,932.0392332113242,Cotton,88.69681389782767,2392.868307000482
Andhra Pradesh,Nellore,Red Soil,Sugarcane,98.51382290566065,72.59488946919008,24.48462318436986,29.294505502209343,70.3043425752908,1196.0879403547988,Sugarcane,93.25625152398568,5475.863092213022
Tamil Nadu,Coimbatore,Black Soil,Cotton,87.0277266373409,46.878681088186426,57.43719487588189,29.572353864938524,61.8599200707756,1058.997291813532,Cotton,89.46886908875199,1959.0088598412929
Gujarat,Vadodara,Red Soil,Maize,90.0125386916475,61.82478562198822,102.63465677069756,27.70910260812301,61.78335105575121,629.3223741740395,Maize,91.9034276416385,3093.7496271675514
Maharashtra,Pune,Red Soil,Cotton,88.73626026167824,43.18551719071318,59.905813846591414,29.440702956226197,74.34023154544946,977.9927512596221,Cotton,94.73358007623754,1553.9877951162664
Maharashtra,Pune,Red Soil,Rice,85.57115157013072,39.968272156843305,38.93168482196331,22.39573726904515,77.26713107708663,978.2440258937893,Rice,87.05742434362347,4242.663226450004
Kerala,Thrissur,Alluvial Soil,Rice,83.22840817568908,23.683097238511237,56.817538317457405,23.624122690129436,72.08785348003705,1372.670490579601,Rice,85.55588739512035,3538.4516295542626
Karnataka,Tumkur,Clay Soil,Groundnut,38.0218055661237,52.68551831831899,90.06162350962742,25.840152735292,66.60589212120561,742.7021587406066,Groundnut,94.68840795468873,1629.0535782501745
Kerala,Palakkad,Red Soil,Rice,114.78832545158151,48.452015053509385,56.858085646535756,25.31634283013024,82.36013277055706,1141.3648688344852,Rice,97.32132852123567,3040.932799389283
Karnataka,Tumkur,Black Soil,Cotton,91.47553971024004,42.2531149252436,26.72513785522198,29.901494994350454,64.03012677619282,997.1166478644172,Cotton,86.40387051557813,1680.1062647294268
Maharashtra,Pune,Sandy Soil,Groundnut,44.76263601961397,53.29411093871575,89.90311613135526,25.892154889657405,74.25838565151187,570.6751592136355,Groundnut,87.52044513011452,2088.669923380866
Karnataka,Tumkur,Alluvial Soil,Rice,100.50274554531923,41.55251735726155,69.9642024428016,23.790195612383037,82.50686623695519,1345.6496264520993,Rice,92.20935369319243,4337.050177821968
Karnataka,Mysuru,Black Soil,Groundnut,43.55210580685369,42.78408430681159,65.63220815042733,23.584568420966942,57.0974826295013,876.9477815120874,Groundnut,90.15168884944373,2131.3175772522213
Kerala,Thrissur,Black Soil,Sugarcane,75.19000875148278,67.80972195858595,54.822674416834786,33.25694508430949,86.14268165443745,1224.8626036839737,Sugarcane,93.3505739343632,4886.9026243974
Tamil Nadu,Salem,Sandy Soil,Groundnut,39.882448448244816,44.615127407651336,82.01363104290552,20.676403338665377,66.69609146539685,774.1947876444835,Groundnut,96.20059371192059,2029.6788530075908
Gujarat,Surat,Black Soil,Cotton,74.87602588559486,42.45909375423399,41.49276229711273,31.563727597743863,64.20429080473755,978.8848476764767,Cotton,96.19199480751175,1685.351183825164
Karnataka,Tumkur,Alluvial Soil,Rice,78.97104683209297,42.00295900574399,51.44688353347943,26.844388577526416,75.25435357162586,1109.1940879308775,Rice,98.45947253669752,4143.796974787766
Gujarat,Surat,Alluvial Soil,Rice,88.04894034007722,41.96898561310816,71.12949148336233,26.02523550887021,83.2572905091675,1023.6575785025069,Rice,89.14196304694396,4035.729225244401
Kerala,Kozhikode,Sandy Soil,Millet,41.98286935169167,41.07079021153333,36.469769547785674,25.948857188286443,61.74416926121043,358.3726289373692,Millet,94.59910720415995,1122.5153596964378
Tamil Nadu,Madurai,Red Soil,Maize,94.21924870604194,61.93568805452526,59.54588066494436,26.230611165737756,67.14162394617676,581.2125295696338,Maize,87.77842960949485,3095.522155061193
Karnataka,Bengaluru,Alluvial Soil,Wheat,108.34894694746109,28.707667013116893,26.550419637018948,23.243941920610716,53.4556685643485,485.60891901296225,Wheat,89.25918321469787,3195.1490159086875
Andhra Pradesh,Nellore,Sandy Soil,Groundnut,49.57749212135159,43.78322212512451,93.92409068032714,25.34743016932447,70.91889333931184,538.1361031218983,Groundnut,89.85902685626188,1911.5188848742257
Maharashtra,Nagpur,Alluvial Soil,Millet,51.762841120743765,35.98482658232147,34.78097214210893,32.96845329493846,58.40165969249621,559.4715328095956,Millet,87.720244168773,1418.6383978275958
Maharashtra,Pune,Clay Soil,Sugarcane,108.09695084196298,70.6181234125409,26.49060913081864,26.783216434735273,79.24547359432181,1087.8645461486112,Sugarcane,85.089032106511,4922.33239930188
Gujarat,Surat,Black Soil,Sugarcane,85.7222258430483,47.70535908360909,22.198252516887138,28.968202646475017,75.24019263808984,1047.4625380745576,Sugarcane,87.42247920519007,4907.783577155379
Maharashtra,Pune,Black Soil,Cotton,77.2018394570576,62.84326921248533,24.573124552494928,30.27009899895559,65.49540082189935,1053.6291814486378,Cotton,85.20544370107024,2364.77898471855
Karnataka,Bengaluru,Red Soil,Maize,79.39081564598817,45.073620464788824,77.12047320224107,23.31057175788181,63.82966202019727,622.6548293958587,Maize,97.43203006228171,3026.9005240684764
Andhra Pradesh,Guntur,Clay Soil,Maize,110.05300229956411,55.15270361049943,82.98998805647334,28.025753243934094,63.35324496058284,978.8102855397409,Maize,92.4805060988766,3224.9525837745664
Karnataka,Bengaluru,Black Soil,Cotton,77.89489429282936,45.55817553331805,55.53099083387228,31.537255535227374,63.53295817948584,787.1315151406434,Cotton,88.6144609993678,1639.9312205692322
Maharashtra,Pune,Clay Soil,Cotton,85.99514737810898,59.71684967322842,33.360972425807624,27.509131979924533,67.49191731767597,825.3868977573874,Cotton,91.63421162677366,2078.5084399419425
Gujarat,Surat,Clay Soil,Cotton,68.77409419430664,56.10864343863265,60.03504792037432,28.317608979932338,59.293361536913224,746.3499841820748,Cotton,89.75044229378491,2474.8413403130326
Gujarat,Vadodara,Red Soil,Maize,98.67124502027126,52.30770525793494,79.04020644229205,27.677157382950796,75.88839019544892,841.7814555708458,Maize,94.39151212022291,3290.6645062658326
Gujarat,Vadodara,Clay Soil,Rice,93.16538741845636,44.22229252056432,64.137215955214,23.65212308664402,78.50813297598263,794.474054363717,Rice,88.73079067286,3876.8652971454026
Gujarat,Vadodara,Red Soil,Millet,60.02530748908319,33.57028649087839,42.78868271401373,32.152364703340716,66.90093355169991,477.2696733590641,Millet,94.1219301742048,1174.9535395171927
Tamil Nadu,Madurai,Alluvial Soil,Rice,94.08974930470822,32.52373387902114,62.02004715909868,21.004561230372488,88.34704919877578,1034.204929098385,Rice,91.56566062365434,4022.288452390371
Andhra Pradesh,Guntur,Black Soil,Sugarcane,79.17302425886672,50.63336228363411,53.233497598268116,32.5153121365892,74.39462620229405,1221.6017693367228,Sugarcane,87.7371160095649,4828.372926720311
Maharashtra,Pune,Clay Soil,Wheat,117.49449693739084,46.29918805298481,21.994968164065945,19.489401954634136,55.40951423319555,520.8947526685549,Wheat,97.56337824946537,3678.30552631806
Tamil Nadu,Madurai,Black Soil,Cotton,66.76866883767912,55.31254492076188,67.84775170544066,32.610410020896424,75.9142824626471,730.0595939883523,Cotton,85.69360095627218,1965.1668183653778
Andhra Pradesh,Nellore,Black Soil,Millet,43.07387209636667,38.158805684932126,51.228024449352844,28.374406740678925,46.519046426694366,459.7717374707415,Millet,96.69014040698407,1556.9957803429531
Tamil Nadu,Coimbatore,Alluvial Soil,Sugarcane,77.2933165805827,57.93749525593734,28.575980260510768,27.58675396747338,84.46998415243706,937.1658736122595,Sugarcane,87.97577426603554,5084.29556759508
Andhra Pradesh,Nellore,Red Soil,Millet,68.81030361796996,29.577252548940862,29.90366472303564,30.19270887665387,56.69863986483179,576.2620514258188,Millet,85.17832183179155,1409.5746159805058
Gujarat,Vadodara,Clay Soil,Groundnut,36.20978774410278,44.43593134320654,78.94615324748855,28.773664013854052,64.56623294752339,727.3080444922721,Groundnut,86.10406760292665,1747.832021277685
Kerala,Kozhikode,Sandy Soil,Sugarcane,85.75886068037754,68.38273690331266,61.30567776566088,27.573458027283,81.10908131790583,981.824110302026,Sugarcane,95.66971343120456,5288.086747595176
Kerala,Kozhikode,Sandy Soil,Groundnut,28.93779503728402,63.00869863527285,52.51746736360061,23.94210767865291,69.5852577086709,804.3548861336355,Groundnut,89.04436570585231,2225.8068234176885
Gujarat,Surat,Sandy Soil,Millet,62.623448694735885,32.45367789524464,29.12638560535205,24.73968207519065,57.93247047001713,369.06054312115884,Millet,89.10341376659319,1257.5762567662512
Karnataka,Mysuru,Clay Soil,Sugarcane,80.3455472058251,60.293495798504836,30.18700923985776,29.589453212813083,79.11392589414515,1291.6537461295497,Sugarcane,85.35500657163551,4972.202515047469
Tamil Nadu,Coimbatore,Red Soil,Cotton,51.08170829248683,48.303423706799684,56.483569512743756,24.256104528460824,53.31514618430881,719.4071966393924,Cotton,87.7633177155552,1693.0206806104416
Gujarat,Ahmedabad,Red Soil,Millet,47.07528444274931,32.90542374186952,37.34074053756335,29.41393058742809,55.161731507164674,447.59855747805796,Millet,98.02126859557849,1220.1959322960915
Tamil Nadu,Salem,Red Soil,Rice,75.05036060265273,38.93775292411311,28.0427477722087,23.433836610083624,76.1589984383726,1026.1487546377234,Rice,98.09380868523967,4211.909630513977
Tamil Nadu,Madurai,Black Soil,Cotton,77.19671187869555,45.14628659784576,57.71253127697389,28.901941281524152,63.39926781971971,782.5466044099085,Cotton,97.61330638900478,1591.9319818746944
Gujarat,Ahmedabad,Red Soil,Wheat,101.49859685509875,44.338101370069325,52.72765609168455,22.350409999857447,60.5767753115404,736.7671603407518,Wheat,87.88427705443334,3954.3424858888043
Maharashtra,Nashik,Black Soil,Cotton,70.14635515043145,43.37472739808048,59.86527799579452,29.892958917721987,74.39177771308287,881.6370498673109,Cotton,95.37391794723898,1706.2592293867417
Karnataka,Mysuru,Black Soil,Cotton,89.44532521973083,62.860062983942434,77.76763844978731,29.314624172846383,67.14479392612456,823.2074937930668,Cotton,92.3994188493845,2231.4253949947147
Tamil Nadu,Erode,Red Soil,Sugarcane,105.14862469118164,50.8410349190569,13.058385532438898,29.571354981470733,82.40084947455286,1271.0989433937575,Sugarcane,93.41380489494487,4831.677347426551
Maharashtra,Nagpur,Black Soil,Cotton,76.89878482919747,67.2137876085637,19.113275015168732,30.383543192752967,57.85612383222378,845.9366108894551,Cotton,98.09995208306931,2452.3536772754737
Maharashtra,Nashik,Black Soil,Cotton,84.33219619794666,56.95119433729201,36.553851961575944,29.79744939983791,61.42282810004055,1001.0929735518134,Cotton,94.75964009801002,2497.3796371769054
Karnataka,Tumkur,Clay Soil,Maize,94.52205277979886,47.19522052677427,82.0591545710602,21.599982884906098,68.17455265018685,693.8578493655332,Maize,85.46515452567438,3468.0617580828266
Karnataka,Tumkur,Sandy Soil,Rice,86.9990997118741,31.90080064154632,37.97273925718618,28.583621844636923,71.2841802227681,1187.9098046493866,Rice,96.08525912363616,3756.365860100405
Gujarat,Surat,Black Soil,Maize,79.3514539864586,38.136396364588,80.43363785345257,29.557908662424964,61.31506320860356,546.4984547489129,Maize,91.32519892209436,2795.239887953646
Kerala,Thrissur,Sandy Soil,Cotton,76.35728282090037,48.094834280147694,35.34124814525563,29.065896277160522,66.45931508284599,895.9802808755032,Cotton,87.55771435572036,1914.594872682096
Karnataka,Bengaluru,Clay Soil,Rice,95.88426471654608,33.79681796207374,63.185034951618896,22.456518376505517,89.60731633406674,1041.711133861522,Rice,98.65580431310164,3853.6043401614857
Karnataka,Mysuru,Alluvial Soil,Cotton,73.89605042986008,62.03418245646693,55.1862757348097,28.066058693833845,70.24788633190869,772.8963974196915,Cotton,96.66863821067628,2160.2538789304886
Gujarat,Vadodara,Alluvial Soil,Rice,112.58635078311045,18.041606646024572,59.54630500122647,23.739621013869225,76.09812750684173,1301.2616091588857,Rice,98.13514025525579,3389.932318570396
Andhra Pradesh,Ongole,Red Soil,Sugarcane,93.00801268901513,54.38846983604568,55.83748493504427,27.2175699858046,70.73489027452959,956.2100767927541,Sugarcane,88.28417234479994,5465.057147132654
Kerala,Kozhikode,Sandy Soil,Sugarcane,91.35260514033801,64.5816228645205,44.83316994187117,30.339931027962507,77.66003134407897,1040.0098122936245,Sugarcane,89.52810684114021,5600.925934018419
Tamil Nadu,Salem,Black Soil,Cotton,74.12038301090014,51.72825452649256,63.12889412475505,29.43131309635522,62.4498687091224,758.3961884465161,Cotton,87.34535189660525,1946.8257209320006
Maharashtra,Pune,Clay Soil,Cotton,84.19107071264243,50.92415950224336,40.30265323961224,28.020871038970952,70.21351804008897,661.8584641068303,Cotton,92.22331471118929,1684.1332068238958
Maharashtra,Nashik,Sandy Soil,Sugarcane,103.66836962223104,46.0455958341048,29.29906579932477,29.171007655038444,75.48432328782688,1599.8068397017519,Sugarcane,97.40468910986196,5328.341520925949
Gujarat,Vadodara,Sandy Soil,Rice,88.5564835107822,34.02994938042982,37.32855110028404,24.841540996685893,82.15195456229577,968.1362600614783,Rice,94.1144902414248,3349.10588817899
Tamil Nadu,Coimbatore,Black Soil,Cotton,68.97437262699437,52.34338913775837,59.599697718848475,27.467152232045535,65.69849341557668,912.3816424061972,Cotton,92.38068928371717,2267.500493381011
Kerala,Palakkad,Sandy Soil,Sugarcane,75.55154491417483,58.13014376756302,41.033170780140736,30.207870645991832,79.81643294009457,1318.9122913208153,Sugarcane,94.5834773990401,4784.395518522362
Karnataka,Mysuru,Sandy Soil,Rice,85.25365698003756,29.411918923072342,63.9206410193342,26.414598216599128,74.63334283706531,1022.670753843739,Rice,88.18872809431372,3753.9688901607497
Kerala,Palakkad,Sandy Soil,Sugarcane,82.87067595312574,55.29690722088091,44.095959619916535,32.78014898172165,77.81127744006089,920.8455414244588,Sugarcane,95.83330722952104,5384.583257786183
Tamil Nadu,Erode,Black Soil,Cotton,64.36917860119675,51.01823099349612,39.604067927737766,31.114345082121527,74.02218713256647,864.3449982484815,Cotton,89.06806252417981,1917.625327487392
Gujarat,Vadodara,Black Soil,Cotton,61.66963155360936,55.26488816919789,58.547073357500565,31.444727939554664,70.01409096976339,650.6879745906409,Cotton,98.13719590869316,1543.1207275757258
Andhra Pradesh,Ongole,Black Soil,Rice,71.1893520881643,22.960399275321876,71.20630175706583,26.156958597924017,80.08749357062476,1082.7148953695687,Rice,92.40864600829103,3277.521236734045
Maharashtra,Pune,Alluvial Soil,Rice,66.48349557806355,29.805918653629327,46.28475335254565,25.59736765858493,78.52495662104697,1206.3583300744733,Rice,97.53164360072968,3949.6841759444906
Tamil Nadu,Salem,Sandy Soil,Wheat,98.42532673478141,38.54152717404318,46.52199641685114,26.464712950728508,45.23018255005832,673.3767473397255,Wheat,86.39248329279351,3726.7655166579925
Karnataka,Bengaluru,Red Soil,Sugarcane,91.8162085284008,67.23718468109618,46.66395271094576,29.141937572487137,84.57733731427481,978.5394320056805,Sugarcane,95.20448701343705,5016.419468712046
Maharashtra,Pune,Black Soil,Cotton,71.29237717999611,55.99224974073408,25.42028948733912,28.24093420487347,54.16703488056508,927.3238606691075,Cotton,85.03576506423572,2458.3959763796047
Maharashtra,Pune,Clay Soil,Groundnut,60.492164818924365,48.12046032102273,64.67483020221196,24.422343671317137,63.677791825627004,721.2530466812883,Groundnut,92.19399904406549,1980.0699345111614
Karnataka,Bengaluru,Black Soil,Sugarcane,79.20006247940455,57.037656734485424,34.866317908897386,31.667659238947735,75.79837426927938,1064.4434734273932,Sugarcane,94.43340181194168,5913.037054533095
Andhra Pradesh,Nellore,Sandy Soil,Millet,66.86142064580554,30.075072710860997,41.03549163661477,25.540630857947317,71.20580975915873,736.6821242186595,Millet,85.08178146275088,1485.8767792387957
Andhra Pradesh,Ongole,Red Soil,Sugarcane,88.47199675490629,68.88989683670168,24.444895276710444,28.807283048408305,82.31718087897228,1519.2184156692995,Sugarcane,86.91137981930588,4762.105492051085
Tamil Nadu,Madurai,Alluvial Soil,Groundnut,58.819497607720194,50.30416496486626,76.16075388833679,21.935537440421,80.21326408785288,514.9060921273826,Groundnut,88.92640886558218,2301.9925451584936
Kerala,Thrissur,Sandy Soil,Cotton,57.037947057259046,55.7410282354444,34.63966354036073,31.339217359205506,60.759285897323345,906.9490007461511,Cotton,89.3719745222501,1511.8982551234315
Kerala,Palakkad,Black Soil,Rice,75.03024243864897,33.914168383767105,41.396467411429356,20.397903744589428,86.01057067571281,1047.6382530981866,Rice,94.79673504491721,3423.114468864317
Andhra Pradesh,Guntur,Alluvial Soil,Rice,63.30849397632306,28.54558428841966,66.95836871617885,25.185306501212487,74.96970458926953,999.783715142725,Rice,86.84694544266851,3766.8329249596654
Maharashtra,Nashik,Alluvial Soil,Rice,72.39430334501655,38.19493586782377,43.92042843050322,28.18639509692366,85.97375913454526,1168.7276186237843,Rice,87.87875274829717,3194.846324365087
Andhra Pradesh,Nellore,Black Soil,Cotton,72.65357595252951,48.24056590527688,45.68871812946193,28.538645211560777,58.767947397259576,681.6975147831498,Cotton,92.75009762924341,2414.126320873706
Gujarat,Ahmedabad,Sandy Soil,Cotton,85.5098690874616,53.48392713104515,71.192822912049,24.75043535738,60.12234884361847,920.9767236712564,Cotton,92.51633060351439,2400.337131675173
Karnataka,Mysuru,Alluvial Soil,Rice,95.7990160041872,33.33516277258046,42.120304343460724,25.443292416999952,88.69699446841464,1271.2922322857821,Rice,94.56439273565582,4094.78311410874
Karnataka,Bengaluru,Alluvial Soil,Rice,111.2589848122407,30.448878753199025,44.615852533469436,23.670017725693537,81.83054842646696,1262.8547349655523,Rice,92.61873182903594,3169.7124592018627
Gujarat,Ahmedabad,Red Soil,Millet,77.24198600491795,40.15210546389389,34.391064426164455,32.52011129871126,61.86596370629977,480.89193027890224,Millet,97.37288270567484,1204.7621958559635
Andhra Pradesh,Guntur,Black Soil,Groundnut,28.779328677449378,41.1758010738309,60.426805190535234,23.454590158077455,78.20100917031716,901.0087940686801,Groundnut,88.53098258785829,2147.684533484714
Kerala,Kozhikode,Sandy Soil,Cotton,58.218665517416426,58.193791744860874,61.24321379747131,30.171961269176613,58.29739689007231,911.1337544300084,Cotton,92.26024697618553,2292.3791765035958
Maharashtra,Nagpur,Red Soil,Maize,94.85814307026888,55.55913079805605,109.99585077413047,28.569772869276115,70.59236870676956,730.0877394876179,Maize,98.98862550874215,2858.412216739775
Andhra Pradesh,Nellore,Red Soil,Millet,68.56641667394331,32.329604480693945,34.304279094707255,27.054250715714648,54.06446366347605,302.4394619653009,Millet,92.15355207012183,1241.192144468205
Gujarat,Surat,Alluvial Soil,Sugarcane,106.08556793408371,43.29234136252737,43.72802946191235,27.907315230148477,78.16073211853248,1263.2487844992709,Sugarcane,98.19848394028672,4607.600979783375
Karnataka,Tumkur,Black Soil,Millet,39.467259950660626,35.62084506835044,50.39425995876898,27.203433376323392,42.17929471634858,425.28292135990404,Millet,96.27650490723214,1323.5259752053582
Maharashtra,Nagpur,Sandy Soil,Sugarcane,79.96970221267301,55.02834256235019,16.158430512092544,27.936333502646335,83.25183672804752,1464.1570973489893,Sugarcane,92.40684402240747,5049.712168563387
Andhra Pradesh,Ongole,Red Soil,Sugarcane,93.53241759924404,57.05462976141499,63.77596664061916,31.4216494897153,79.25471595637217,1537.793612168561,Sugarcane,94.33688600169,4878.185514132813
Maharashtra,Nagpur,Alluvial Soil,Sugarcane,78.24074022061536,65.58394677763602,33.079720754005926,29.31066492362053,83.06108751503922,1162.7784364614201,Sugarcane,93.98504559389616,4679.106229136811
Tamil Nadu,Erode,Red Soil,Sugarcane,96.84223557720892,41.24004360908778,39.91664539903545,29.06681019981382,75.48170012360288,1126.7726380141687,Sugarcane,88.068087124447,5650.052049581477
Karnataka,Mysuru,Sandy Soil,Groundnut,50.752959003484605,51.63726003170592,62.026172023012656,26.98872230289954,75.3518574977593,747.5028047355354,Groundnut,86.19683406578956,2373.453309882802
Kerala,Thrissur,Clay Soil,Sugarcane,94.51936292397032,51.26125273440405,28.140339432761806,27.470945384800174,76.64847037160688,1243.5137062249269,Sugarcane,91.9147703954244,5258.0714380598565
Maharashtra,Pune,Red Soil,Sugarcane,95.03337164521865,74.39617630049227,24.90926408433006,27.756123065942944,85.91953909168585,1046.947454556303,Sugarcane,89.0833933868709,5630.673263481407
Tamil Nadu,Salem,Black Soil,Cotton,61.521960801473455,54.542658518754365,54.86200242468006,27.142637984244285,54.01806318165535,677.0365716438253,Cotton,90.58450216219019,1961.7600518492409
Gujarat,Surat,Sandy Soil,Maize,80.46377622982816,45.33530174208036,65.12017857173066,31.18697106670259,62.170672999156594,734.5161775623174,Maize,97.4713412062583,2702.2294047325613
Gujarat,Ahmedabad,Sandy Soil,Maize,102.36486976376858,44.18621977019494,77.8768492832437,25.717495075160443,70.55668233570351,696.9600128521764,Maize,92.59221449740723,3137.0147808431047
